TAREAS_ASIGNACIONES	fk_TAREAS_ASIGNACIONES_TAREAS1_idx	1	1	id_tareas
TAREAS_ASIGNACIONES	PRIMARY	0	1	id_tareas_asignaciones
TEMAS	fk_TEMAS_CONVOCATORIAS1_idx	1	1	id_convocatorias
TEMAS	PRIMARY	0	1	id_temas
TICKETS	fk_TICKETS_DIRECTORIO1_idx	1	1	id_directorio
TICKETS	fk_TICKETS_TICKETS_DEPARTAMENTOS1_idx	1	1	id_tickets_departamentos
TICKETS	PRIMARY	0	1	id_tickets
TICKETS_DEPARTAMENTOS	PRIMARY	0	1	id_tickets_departamentos
TOURS	idx_tours_activo	1	1	activo
TOURS	idx_tours_encargado	1	1	nombre_encargado
TOURS	idx_tours_fecha	1	1	fecha_inicio
TOURS	idx_tours_fecha	1	2	fecha_fin
TOURS	PRIMARY	0	1	id
VOTACIONES_CONVOCATORIAS	PRIMARY	0	1	id_votaciones_convocatorias
